,Text,Probability
582,"Pressed for time, Beth made a quick grocery trip",0.27
583,"Pressed for time, Beth made a quick grocery trip",0.27
584,"Pressed for time, Beth made a quick grocery trip",0.27
585,"Pressed for time, Beth made a quick grocery trip",0.27
586,"Pressed for time, Beth made a quick grocery trip",0.27
587,"Pressed for time, Beth made a quick grocery trip",0.27
588,"Pressed for time, Beth made a quick grocery trip",0.27
589,"Pressed for time, Beth made a quick grocery trip",0.27
590,"Pressed for time, Beth made a quick grocery trip",0.27
591,"Pressed for time, Beth made a quick grocery list",0.18
592,"Pressed for time, Beth made a quick grocery list",0.18
593,"Pressed for time, Beth made a quick grocery list",0.18
594,"Pressed for time, Beth made a quick grocery list",0.18
595,"Pressed for time, Beth made a quick grocery list",0.18
596,"Pressed for time, Beth made a quick grocery list",0.18
597,"Pressed for time, Beth made a quick grocery list",0.18
598,"Pressed for time, Beth made a quick grocery list",0.18
599,"Pressed for time, Beth made a quick grocery list",0.18
600,"Pressed for time, Beth made a quick grocery list",0.18
601,"Pressed for time, Beth made a quick grocery list",0.18
602,"Pressed for time, Beth made a quick grocery list",0.18
603,"Pressed for time, Beth made a quick grocery stop",0.17
604,"Pressed for time, Beth made a quick grocery stop",0.17
605,"Pressed for time, Beth made a quick grocery stop",0.17
606,"Pressed for time, Beth made a quick grocery stop",0.17
607,"Pressed for time, Beth made a quick grocery stop",0.17
608,"Pressed for time, Beth made a quick grocery stop",0.17
609,"Pressed for time, Beth made a quick grocery stop",0.17
610,"Pressed for time, Beth made a quick grocery stop",0.17
611,"Pressed for time, Beth made a quick grocery stop",0.17
612,"Pressed for time, Beth made a quick grocery stop",0.17
613,"Pressed for time, Beth made a quick grocery stop",0.17
614,"Pressed for time, Beth made a quick grocery visit",0.02
615,"A village was discovered between the mountains, in a valley",0.76
616,"A village was discovered between the mountains, in a valley",0.76
617,"A village was discovered between the mountains, in a valley",0.76
618,"A village was discovered between the mountains, in a valley",0.76
619,"A village was discovered between the mountains, in a valley",0.76
620,"A village was discovered between the mountains, in a valley",0.76
621,"A village was discovered between the mountains, in a valley",0.76
622,"A village was discovered between the mountains, in a valley",0.76
623,"A village was discovered between the mountains, in a valley",0.76
624,"A village was discovered between the mountains, in a valley",0.76
625,"A village was discovered between the mountains, in a valley",0.76
626,"A village was discovered between the mountains, in a valley",0.76
627,"A village was discovered between the mountains, in a valley",0.76
628,"A village was discovered between the mountains, in a valley",0.76
629,"A village was discovered between the mountains, in a valley",0.76
630,"A village was discovered between the mountains, in a valley",0.76
631,"A village was discovered between the mountains, in a valley",0.76
632,"A village was discovered between the mountains, in a valley",0.76
633,"A village was discovered between the mountains, in a valley",0.76
634,"A village was discovered between the mountains, in a valley",0.76
635,"A village was discovered between the mountains, in a valley",0.76
636,"A village was discovered between the mountains, in a valley",0.76
637,"A village was discovered between the mountains, in a valley",0.76
638,"A village was discovered between the mountains, in a valley",0.76
639,"A village was discovered between the mountains, in a valley",0.76
640,"A village was discovered between the mountains, in a valley",0.76
641,"A village was discovered between the mountains, in a valley",0.76
642,"A village was discovered between the mountains, in a valley",0.76
643,"A village was discovered between the mountains, in a valley",0.76
644,"A village was discovered between the mountains, in a valley",0.76
645,"A village was discovered between the mountains, in a valley",0.76
646,"A village was discovered between the mountains, in a valley",0.76
647,"A village was discovered between the mountains, in a valley",0.76
648,"A village was discovered between the mountains, in a valley",0.76
649,"A village was discovered between the mountains, in a valley",0.76
650,"A village was discovered between the mountains, in a valley",0.76
651,"A village was discovered between the mountains, in a valley",0.76
652,"A village was discovered between the mountains, in a valley",0.76
653,"A village was discovered between the mountains, in a valley",0.76
654,"A village was discovered between the mountains, in a valley",0.76
655,"A village was discovered between the mountains, in a valley",0.76
656,"A village was discovered between the mountains, in a valley",0.76
657,"A village was discovered between the mountains, in a valley",0.76
658,"A village was discovered between the mountains, in a valley",0.76
659,"A village was discovered between the mountains, in a valley",0.76
660,"A village was discovered between the mountains, in a valley",0.76
661,"A village was discovered between the mountains, in a valley",0.76
662,"A village was discovered between the mountains, in a valley",0.76
663,"A village was discovered between the mountains, in a valley",0.76
664,"A village was discovered between the mountains, in a valley",0.76
665,"A village was discovered between the mountains, in a valley",0.76
666,"A village was discovered between the mountains, in a cave",0.06
667,"A village was discovered between the mountains, in a cave",0.06
668,"A village was discovered between the mountains, in a cave",0.06
669,"A village was discovered between the mountains, in a cave",0.06
670,"A village was discovered between the mountains, in a ravine",0.03
671,"A village was discovered between the mountains, in a ravine",0.03
672,David lost tug-of-war because he was too tired to pull,0.82
673,David lost tug-of-war because he was too tired to pull,0.82
674,David lost tug-of-war because he was too tired to pull,0.82
675,David lost tug-of-war because he was too tired to pull,0.82
676,David lost tug-of-war because he was too tired to pull,0.82
677,David lost tug-of-war because he was too tired to pull,0.82
678,David lost tug-of-war because he was too tired to pull,0.82
679,David lost tug-of-war because he was too tired to pull,0.82
680,David lost tug-of-war because he was too tired to pull,0.82
681,David lost tug-of-war because he was too tired to pull,0.82
682,David lost tug-of-war because he was too tired to pull,0.82
683,David lost tug-of-war because he was too tired to pull,0.82
684,David lost tug-of-war because he was too tired to pull,0.82
685,David lost tug-of-war because he was too tired to pull,0.82
686,David lost tug-of-war because he was too tired to pull,0.82
687,David lost tug-of-war because he was too tired to pull,0.82
688,David lost tug-of-war because he was too tired to pull,0.82
689,David lost tug-of-war because he was too tired to pull,0.82
690,David lost tug-of-war because he was too tired to pull,0.82
691,David lost tug-of-war because he was too tired to pull,0.82
692,David lost tug-of-war because he was too tired to pull,0.82
693,David lost tug-of-war because he was too tired to pull,0.82
694,David lost tug-of-war because he was too tired to pull,0.82
695,David lost tug-of-war because he was too tired to pull,0.82
696,David lost tug-of-war because he was too tired to pull,0.82
697,David lost tug-of-war because he was too tired to pull,0.82
698,David lost tug-of-war because he was too tired to pull,0.82
699,David lost tug-of-war because he was too tired to pull,0.82
700,David lost tug-of-war because he was too tired to pull,0.82
701,David lost tug-of-war because he was too tired to pull,0.82
702,David lost tug-of-war because he was too tired to pull,0.82
703,David lost tug-of-war because he was too tired to pull,0.82
704,David lost tug-of-war because he was too tired to pull,0.82
705,David lost tug-of-war because he was too tired to pull,0.82
706,David lost tug-of-war because he was too tired to pull,0.82
707,David lost tug-of-war because he was too tired to pull,0.82
708,David lost tug-of-war because he was too tired to pull,0.82
709,David lost tug-of-war because he was too tired to pull,0.82
